subsidiary_name,subsidiary_id,Bezeichnung,Lieferant,Kategorie (CPV Hauptteil),Bieter,Summe,Aktualisiert
ÖBB-Produktion,8545,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,OMV Downstream GmbH,09134220 Dieselkraftstoff (EN 590),1,"267.479,10",05.02.2025
ÖBB-Produktion,8545,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,OMV Downstream GmbH,09134220 Dieselkraftstoff (EN 590),1,"81.505,82",05.02.2025
ÖBB-Produktion,8545,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,Rahmenvereinbarung mit mehreren Unternehmen,09134220 Dieselkraftstoff (EN 590),1,"1,00",29.01.2025
ÖBB-Produktion,8545,EMV-Messung für TRS6000 Zugfunk Integr.,Siemens Mobility Austria GmbH SMO NEE RC-AT RS,71621000 Technische Analysen oder Beratung,1,"54.200,00",27.01.2025
ÖBB-Produktion,8545,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,Rahmenvereinbarung mit mehreren Unternehmen,09134220 Dieselkraftstoff (EN 590),1,"1,00",22.01.2025
ÖBB-Produktion,8545,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,Rahmenvereinbarung mit mehreren Unternehmen,09134220 Dieselkraftstoff (EN 590),1,"1,00",22.01.2025
ÖBB-Produktion,8545,Reinigungsleistungen im ÖBB-Konzern (Unterhaltsreinigung österreichweit),Dussmann Austria GmbH,"90911000 Wohnungs-, Gebäude- und Fensterreinigung",0,"75.079,92",22.01.2025
ÖBB-Produktion,8545,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,Rahmenvereinbarung mit mehreren Unternehmen,09134220 Dieselkraftstoff (EN 590),1,"1,00",15.01.2025
ÖBB-Produktion,8545,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,Rahmenvereinbarung mit mehreren Unternehmen,09134220 Dieselkraftstoff (EN 590),1,"1,00",15.01.2025
ÖBB-Produktion,8545,Reinigungsleistungen im ÖBB-Konzern (Unterhaltsreinigung österreichweit),Hellrein Reinigungsdienst,"90911000 Wohnungs-, Gebäude- und Fensterreinigung",0,"51.675,12",15.01.2025
