subsidiary_name,subsidiary_id,Bezeichnung,Lieferant,Kategorie (CPV Hauptteil),Bieter,Summe,Aktualisiert
ÖBB-Personenverkehr AG (3),24566,Systemanbieter ÖBB Bike Sharing,nextbike by TIER Mobility SE,60000000 Transport- und Beförderungsdienstleistungen (außer Abfalltransport),2,"1.149.713,00",01.03.2024
ÖBB-Personenverkehr AG (3),24566,Bewirtschaftung ÖBB Lounges,DoN travel railcatering gmbh,55000000 Dienstleistungen des Hotel- und Gaststättengewerbes und des Einzelhandels,2,"8.228.920,00",22.12.2023
