subsidiary_name,subsidiary_id,Bezeichnung,Lieferant,Kategorie (CPV Hauptteil),Bieter,Summe,Aktualisiert
ÖBB-Immobilienmanagement,11090,Lieferung und Einbau einer Seilaufzuganlage,Schindler Aufzüge u. Fahrtreppen Gm,42416100 Aufzüge,2,"271.450,00",20.05.2022
ÖBB-Immobilienmanagement,11090,Bestellung 4300883324,TK Aufzüge Gesellschaft m.b.H.,50740000 Reparatur und Wartung von Rolltreppen,1,"57.500,00",12.05.2022
ÖBB-Immobilienmanagement,11090,"Einrichtung Kindergarten Bürogebäude Lassallestraße 5 - Herstellung, Lieferung und Montage der Möblierung",RESCH MÖBELWERKSTÄTTEN GES.M.B.H. Zentrale,45421153 Installation von Einbaumöbeln,1,"87.375,34",11.05.2022
ÖBB-Immobilienmanagement,11090,Erstellung von Energieausweisen,XXX,"71000000 Dienstleistungen von Architektur-, Konstruktions- und Ingenieurbüros und Prüfstellen",14,"1,00",05.05.2022
ÖBB-Immobilienmanagement,11090,Erstellung von Energieausweisen,XXX,"71000000 Dienstleistungen von Architektur-, Konstruktions- und Ingenieurbüros und Prüfstellen",14,"1,00",05.05.2022
ÖBB-Immobilienmanagement,11090,"Errichtung Kinderspielplatz Bürogebäude Lassallestraße 5 - Tischlerarbeiten - Herstellung, Lieferung und Montage bzw. Einbau der Ausstattungsgegenstände",Moser Spielgeräte GmbH & CoKG Zentrale,45422100 Holzarbeiten,1,"83.313,80",05.05.2022
ÖBB-Immobilienmanagement,11090,"Abruf aus Rahmenvereinbarung ""Unternehmensführung/Organisation""",Contrast Ernst & Young,79410000 Unternehmens- und Managementberatung,7,"138.990,00",05.05.2022
ÖBB-Immobilienmanagement,11090,Lieferung von Sanitäranlagen und -Ersatzteilen,,44411000 Sanitärerzeugnisse,,,29.04.2022
ÖBB-Immobilienmanagement,11090,Erbringung von HKLS Leistungen am Bildungscampus St. Pölten - HKLS Leistungen,,50700000 Reparatur und Wartung von Einrichtungen in Gebäuden,,,29.04.2022
ÖBB-Immobilienmanagement,11090,ÖBB Lehrwerkstätte Attnang Puchheim - Projektsteuerungsleistungen zur Umsetzung des Erweiterungsbaus Attnang Puchheim,ILF Consulting Engineers Austria GmbH Zentrale,71248000 Projektaufsicht und Dokumentation,1,"63.577,80",30.03.2022
ÖBB-Immobilienmanagement,11090,"Klimaanlagen - Lieferung, Montage, Wartung und Störungsbehebung von Klimaanlagen",,39717200 Klimageräte,,,28.03.2022
ÖBB-Immobilienmanagement,11090,Lieferung und Einbau einer Seilaufzuganlage,Schindler Aufzüge u. Fahrtreppen Gm,42416100 Aufzüge,2,"106.683,00",11.03.2022
ÖBB-Immobilienmanagement,11090,Umzugsmanagement Lassallestaße 5,teamgnesda - Gnesda Real Estate & Consulting GmbH Zentrale,"79421000 Projektmanagement, außer Projektüberwachung von Bauarbeiten",3,"95.000,00",20.01.2022
ÖBB-Immobilienmanagement,11090,Lieferung und Einbau einer Seilaufzuganlage,Schindler Aufzüge u. Fahrtreppen Gm,42416100 Aufzüge,2,"341.628,00",20.12.2021
ÖBB-Immobilienmanagement,11090,Lieferung und Einbau einer Seilaufzuganlage,Schindler Aufzüge u. Fahrtreppen Gm,42416100 Aufzüge,2,"154.067,00",18.11.2021
ÖBB-Immobilienmanagement,11090,Lieferung und Einbau einer Seilaufzuganlage,Schindler Aufzüge u. Fahrtreppen Gm,42416100 Aufzüge,2,"154.067,00",18.11.2021
ÖBB-Immobilienmanagement,11090,Lieferung und Einbau einer Seilaufzuganlage,Schindler Aufzüge u. Fahrtreppen GmbH,42416100 Aufzüge,2,"113.890,00",18.11.2021
ÖBB-Immobilienmanagement,11090,"Rahmenvertrag für die Rohrpostanlage OÖ - Terminal Wels Vbf 2022/2023 - RV Rohrpostanlage OÖ-Terminal Wels Vbf. Wartung/Inspektion, Störung, Reparatur und Bereitschaft",Siemens Gebäudemanagement & -Services G.m.b.H. LCS,50000000 Reparatur- und Wartungsdienste,1,"89.722,63",21.09.2021
ÖBB-Immobilienmanagement,11090,"Erd- und Abbrucharbeiten im Bereich entlang ""Nordbahnstraße"" - chemische Aushubüberwachung",ESW Consulting Wruss Ziviltechniker GmbH ESW Consulting Wruss ZT GmbH,71240000 Dienstleistungen von Architektur- und Ingenieurbüros sowie planungsbezogene Leistungen,1,"140.670,10",06.08.2021
ÖBB-Immobilienmanagement,11090,"Beratungsleistungen in den Bereichen Nachhaltigkeit, Umwelt & Energieeffizienz",ConPlusUltra GmbH,79400000 Unternehmens- und Managementberatung und zugehörige Dienste,4,"74.870,80",04.08.2021
ÖBB-Immobilienmanagement,11090,HKLS Leistungen für den West- und Hauptbahnhof Wien,,50700000 Reparatur und Wartung von Einrichtungen in Gebäuden,,,27.07.2021
ÖBB-Immobilienmanagement,11090,"Fahrleitungsmeistergebäude Gänserndorf Fassadensanierung - Eternit Fassade abtragen und entsorgen, Vollwärmeschutzfassade herstellen, Nebengebäude streichen.",h. wiskocil gesmbh Malermeisterbetrieb,45443000 Fassadenarbeiten,5,"130.378,25",26.07.2021
ÖBB-Immobilienmanagement,11090,"Bf. Sierndorf, Neuerrichtung Bstg.Dach - Erd- und Baumeisterarbeiten",Pittel+Brausewetter Gesellschaft m.b.H Filiale Wien,45210000 Bauleistungen im Hochbau,4,"138.203,28",16.06.2021
ÖBB-Immobilienmanagement,11090,"Bf. Sierndorf, Neubau Bahnsteigdach - Stahlbau-, Schlosser-, Glaser- und Dachdeckerarbeiten",Innovametall Stahl- und Metallbau GesmbH Metallbau,45210000 Bauleistungen im Hochbau,3,"329.743,54",16.06.2021
ÖBB-Immobilienmanagement,11090,Errichtung von 2 Fahrtreppen - Wien Matzleinsdorf,ThyssenKrupp Aufzüge GmbH Wien _NL-Wien,"42416000 Aufzüge, Schrägaufzüge, Hebezeuge, Rolltreppen und Rollsteige",3,"456.900,00",08.06.2021
ÖBB-Immobilienmanagement,11090,21-189628 - Wartung und Inspektion von HKLS Anlagen im TS/SVS Matzleinsdorf,Siemens Gebäudemanagement & -Services G.m.b.H. SGS,50700000 Reparatur und Wartung von Einrichtungen in Gebäuden,4,"144.552,25",01.06.2021
ÖBB-Immobilienmanagement,11090,Errichtung einer Halle (Graffiti Entfernung) - Schlosserarbeiten,Ernst Hofmann GmbH Metallbau,"45213000 Bauarbeiten für kommerzielle Gebäude, Lagerhallen und Industriegebäude, Bauten in Verbindung mit dem Transportwesen",3,"362.359,80",11.05.2021
ÖBB-Immobilienmanagement,11090,Rahmenvertrag HKLS Steiermark Los 2 - Rahmenvertrag HKLS Steiermark Los 2,Scherübel`s Söhne GmbH Haustechnik,"50500000 Reparatur und Wartung von Pumpen, Ventilen, Hähnen, Metallbehältern und Maschinen",2,"69.457,09",23.04.2021
ÖBB-Immobilienmanagement,11090,"Trinkwasseruntersuchung laut aktueller TWVO (BGBI. II Nr.304/2001), ÖNORM B5019",DWT-Dienstleistung Wassertechnik GmbH Wassertechnik,50000000 Reparatur- und Wartungsdienste,7,"211.880,00",23.04.2021
ÖBB-Immobilienmanagement,11090,Rahmenvertrag HKLS Steiermark Los 1 - Rahmenvertrag HKLS Steiermark Los 1,Michelic Installations GmbH Michelic Installations GmbH,"50500000 Reparatur und Wartung von Pumpen, Ventilen, Hähnen, Metallbehältern und Maschinen",1,"93.280,05",20.04.2021
ÖBB-Immobilienmanagement,11090,AG Hohenau Fenstertausch - Bestehende Holzfenster mit Kunststoff Energiesparfenster ersetzen,Strussnig GmbH Fenster u. Türen,45000000 Bauarbeiten,1,"88.503,00",15.04.2021
ÖBB-Immobilienmanagement,11090,"TS Kledering, Verwaltungsgebäude - Instandsetzung Dach über 1.OG - Spengler- u. Schwarzdeckerarbeiten","Kager Dach GmbH & Co KG Spenglerei, Dachdeckerei",45210000 Bauleistungen im Hochbau,4,"97.976,00",30.03.2021
ÖBB-Immobilienmanagement,11090,"Baufeldfreimachung ""Neues Landgut"" - Erkundung und Sanierung einer kleinräumigen Verunreinigung am Baufeld 10",TERRA Umweltechnik GmbH Zentrale,71240000 Dienstleistungen von Architektur- und Ingenieurbüros sowie planungsbezogene Leistungen,1,"199.887,69",19.02.2021
ÖBB-Immobilienmanagement,11090,"Trinkwasseruntersuchung laut aktueller TWVO (BGBI. II Nr.304/2001), ÖNORM B5019",,50000000 Reparatur- und Wartungsdienste,,,18.02.2021
ÖBB-Immobilienmanagement,11090,SAM System für 2021,Suchthilfe Wien  Partner,85320000 Dienstleistungen im Sozialwesen,1,"182.000,00",16.11.2020
ÖBB-Immobilienmanagement,11090,"Baufeldfreimachung ""Nordbahnstraße"" - Durchführung von Erkundungsbohrungen und Schürfe für die bodenchemische Untersuchung",TERRA Umweltechnik GmbH Zentrale,71240000 Dienstleistungen von Architektur- und Ingenieurbüros sowie planungsbezogene Leistungen,1,"92.918,11",06.11.2020
ÖBB-Immobilienmanagement,11090,Überprüfung von Personensicherungsanlagen an Gebäuden und Bahnsteigdächern,fall protection engineering GmbH Arbeitsschutz gegen Absturz,45261920 Dachwartung,12,"146.616,00",21.10.2020
ÖBB-Immobilienmanagement,11090,Überprüfung von Personensicherungsanlagen an Gebäuden und Bahnsteigdächern,"Z.A.P. Technisches Büro GmbH Technisches Büro, Ziviltechnik, Maschinenbau Elektrotechnik",45261920 Dachwartung,12,"159.528,40",21.10.2020
ÖBB-Immobilienmanagement,11090,Lieferung von Sanitäranlagen,Frauenthal Handel AG Zentrale Haustechnik ÖAG,44411000 Sanitärerzeugnisse,1,"788.470,89",15.04.2020
ÖBB-Immobilienmanagement,11090,"1020 Wien, Praterstern 3 - Wartungsvertrag Kälteanlage 2020 - 2022 - 3 x Jährliche Wartung Kälteanlage - 1 x 8.000 Betriebsstundenservice an 2stk. Verdichter",Bacon Gebäudetechnik GmbH Kalkulation,50730000 Reparatur und Wartung von Kühlgruppen,4,"77.375,01",12.02.2020
ÖBB-Immobilienmanagement,11090,Abruf aus Rahmenvereinbarung,Rahmenvereinbarung mit mehreren Unternehmen,48400000 Softwarepaket für Geschäftstransaktionen und persönliche Arbeitsabläufe,1,"1,00",26.12.2019
ÖBB-Immobilienmanagement,11090,Bf. Feldkirch / Neubau Unterführung - Elektroleistungen,EAE Stöckl Elektroanlagen- Elektrifizierungsgesellschaft m.b.H. Zentrale,45311200 Elektroinstallationsarbeiten,2,"193.344,13",03.12.2019
ÖBB-Immobilienmanagement,11090,SAM Neu 2020,Suchthilfe Wien  Partner,33693300 Suchtbehandlung,1,"179.000,00",18.11.2019
ÖBB-Immobilienmanagement,11090,Objektbetreuerleistungen Raum Tirol und Vorarlberg,Hausbetreuung Attensam GmbH Attensam T / V Hausbetreuung GmbH,70333000 Dienstleistungen im Wohnungswesen,1,"202.122,00",13.11.2019
ÖBB-Immobilienmanagement,11090,"Baufeldfreimachung ""Freie Mitte"" - W30  - Grundwasserabsicherung und Einleitung in die Sanierungsanlage W26",TERRA Umweltechnik GmbH Zentrale,71240000 Dienstleistungen von Architektur- und Ingenieurbüros sowie planungsbezogene Leistungen,1,"195.598,15",31.10.2019
ÖBB-Immobilienmanagement,11090,Lieferung von Sanitäranlagen,,44411000 Sanitärerzeugnisse,,,29.10.2019
ÖBB-Immobilienmanagement,11090,Plakatrahmen - Plakatrahmen,Skanbo GmbH Vertriebsinnendienst,"39298000 Statuetten, Ziergegenstände; Rahmen für Fotografien oder Bilder, Spiegel",3,"99.976,50",17.10.2019
ÖBB-Immobilienmanagement,11090,"IM9014: Warenversorgung Brigittenau  - Architektur- und Hochbauplanung, Koordination des Planungsteams",günter mohr - architekt Architekt,71200000 Dienstleistungen von Architekturbüros,1,"101.439,06",17.09.2019
ÖBB-Immobilienmanagement,11090,Arbeitsplatzübersiedlungen,XXX,98392000 Umzugsdienste,5,"1,00",29.07.2019
ÖBB-Immobilienmanagement,11090,Instandhaltung von Aufzugsanlagen,Otis Gesellschaft m.b.H. Zentrale,50750000 Wartung von Aufzugsanlagen,5,"352.194,00",19.07.2019
ÖBB-Immobilienmanagement,11090,Rahmenvertrag GAS_OÖ - Rahmenvertrag GAS_OÖ_Wartung/Inspektion_Störung_Reparatur,ENGIE Gebäudetechnik GmbH  Niederlassung Traun,50000000 Reparatur- und Wartungsdienste,1,"299.192,43",17.07.2019
ÖBB-Immobilienmanagement,11090,"Postgebäude Willroiderstraße 2 - Instandsetzung 1.OG - Instandsetzungsarbeiten der Räumlichkeiten im 1.OG im Postgebäude Willroiderstraße 2, 9500 Villach",PORR Bau GmbH Kärnten - Business Unit 1 / HB,45210000 Bauleistungen im Hochbau,1,"60.663,93",16.07.2019
ÖBB-Immobilienmanagement,11090,Instandhaltungsleistungen - Rahmenvertrag für Schlosserarbeiten,Kremser Metallbau GmbH Office,50000000 Reparatur- und Wartungsdienste,2,"268.039,80",09.07.2019
ÖBB-Immobilienmanagement,11090,Abruf aus Rahmenvereinbarung,SER SOLUTIONS ÖSTERREICH GMBH,48400000 Softwarepaket für Geschäftstransaktionen und persönliche Arbeitsabläufe,1,"1,00",08.07.2019
ÖBB-Immobilienmanagement,11090,Reparatur von 2 Fahrtreppen,Schindler Aufzüge und Fahrtreppen GmbH Zentrale,50740000 Reparatur und Wartung von Rolltreppen,2,"82.000,00",28.06.2019
ÖBB-Immobilienmanagement,11090,"Instandshaltungsleistungen - Rahmenvertrag für Heizungs-, Lüftungs- und Sanitärarbeiten",Hechenleitner & Cie GmbH Fil. Villach,45330000 Installateurarbeiten,1,"89.802,90",28.06.2019
ÖBB-Immobilienmanagement,11090,"Baufeldfreimachung ""Freie Mitte"" - Aushubüberwachung",ESW Consulting Wruss ZT GmbH ESW Consulting Wruss ZT GmbH,71240000 Dienstleistungen von Architektur- und Ingenieurbüros sowie planungsbezogene Leistungen,1,"184.107,37",04.04.2019
ÖBB-Immobilienmanagement,11090,Umbau der Kältezentrale im Aufnahmegebäude Graz,HERZOG Kälte-Klima Anlagenbau GmbH Zentrale,39717200 Klimageräte,4,"255.074,50",01.04.2019
ÖBB-Immobilienmanagement,11090,Instandhaltung von Aufzugsanlagen,,50750000 Wartung von Aufzugsanlagen,,,27.03.2019
ÖBB-Immobilienmanagement,11090,Fürnitz H5_Instandsetzung NAaßräume Baulesitungen,Gebrüder Kletz OG Zentrale,45210000 Bauleistungen im Hochbau,2,"96.390,16",11.03.2019
ÖBB-Immobilienmanagement,11090,Rahmenvertrag Fliesenleger Reparaturarbeiten Steiermark,XXX,44111700 Fliesen,1,"1,00",11.03.2019
ÖBB-Immobilienmanagement,11090,Rahmenvertrag Entfeuchtung Steiermark,Mibag Sanierungs GmbH Niederlassung Graz,42113161 Entfeuchter,2,"61.839,47",11.03.2019
