subsidiary_name,subsidiary_id,Bezeichnung,Lieferant,Kategorie (CPV Hauptteil),Bieter,Summe,Aktualisiert
ÖBB Personenverkehr AG (5),28047,"Lieferung, Montage, Wartung und Störungsbehebung von Klimaanlagen",ÖBB-Immobilienmanagement GmbH,39717200 Klimageräte,3,"7.820.937,00",17.04.2023
ÖBB Personenverkehr AG (5),28047,"Lieferung, Montage, Wartung und Störungsbehebung von Klimaanlagen",,39717200 Klimageräte,,,28.03.2022
