subsidiary_name,subsidiary_id,Bezeichnung,Lieferant,Kategorie (CPV Hauptteil),Bieter,Summe,Aktualisiert
ÖBB-Werbung,11224,TV-Produktion Kundenkonto - TV-Produktion Kundenkonto,XXX,"92111200 Herstellung von Werbe-, Reklame- und Informationsfilmen und -videofilmen",3,"1,00",19.04.2021
ÖBB-Werbung,11224,Marktforschung - Kampagnenmanagement,marketmind Geschäftsführung,79310000 Marktforschung,3,"341.275,05",26.02.2021
ÖBB-Werbung,11224,ÖBB Webshop und Logistik,WERTPRÄSENT GmbH Zentrale Marchtrenk,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",1,"152.604,40",29.01.2021
ÖBB-Werbung,11224,Rahmenvertrag Infodesign,Irene Weichselbaumer Einzelunternehmen,79822500 Dienstleistungen im Grafik-Design,3,"139.200,00",19.01.2021
ÖBB-Werbung,11224,"TV Produktion ""Image 2021""",XXX,92111230 Herstellung von Reklamefilmen,2,"1,00",05.01.2021
ÖBB-Werbung,11224,Aufstellen und Instandhaltung Großplakattafeln,Rahmenvereinbarung mit mehreren Unternehmern,79341000 Werbedienste,2,"1,00",22.12.2020
ÖBB-Werbung,11224,Aufstellen und Instandhaltung Großplakattafeln,,79341000 Werbedienste,,,18.09.2020
ÖBB-Werbung,11224,Rahmenvertrag Brand Activation,Peter Baumgartner Marketingberatung GmbH & CoKG Zentrale,79340000 Werbe- und Marketingdienstleistungen,3,"1,00",18.08.2020
ÖBB-Werbung,11224,Baustellenbespielung Semmering-Basistunnel - Errichtung und Instandhaltung von Werbetafeln,"Werbemontagen GmbH  Werbegestaltung,Agentur",79341000 Werbedienste,3,"56.485,00",22.07.2020
ÖBB-Werbung,11224,"Herstellung, Lieferung, Montage und Instandhaltung von Großplakattafeln",BIGPRINT HUNGARY Kft. BIGPRINT HUNGARY Kft.,79341000 Werbedienste,3,"516.527,80",08.06.2020
ÖBB-Werbung,11224,"Herstellung, Lieferung, Montage und Instandhaltung von Großplakattafeln",Progress Werbeland Werbe g.m.H. Ankündigungsunternehmen,79341000 Werbedienste,3,"304.365,80",08.06.2020
ÖBB-Werbung,11224,"TV Produktion ""Österreich neu entdecken""",XXX,92111240 Herstellung von Reklamevideofilmen,3,"379.755,00",03.06.2020
ÖBB-Werbung,11224,Rahmenvertrag Inforail,"KOOP Live-Marketing GmbH Messebau, Eventagentur, Werbeagentur, Technikverleih",39154000 Messeeinrichtungen,2,"1,00",02.06.2020
