subsidiary_name,subsidiary_id,Bezeichnung,Lieferant,Kategorie (CPV Hauptteil),Bieter,Summe,Aktualisiert
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,"Dienstleistungen im System INFINICA (Entwicklung, Customizing, Instandhaltung)",,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",,,24.11.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Honig von ÖBB-Pachtimkern Schienenbienen Honig,Marian Aschenbrenner BIEZEN Wiener Honigmanufaktur,03142100 Naturhonig,1,"56.188,00",24.11.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Instandhaltung von Löt- u. Schweißwerkzeugen u. Zubehör,Bietergemeinschaft bestehend aus: Air Liquide Austria Industriekundengeschäft ;Air Liquide Austria GmbH Technische Gase,50530000 Reparatur und Wartung von Maschinen,1,"67.012,70",21.11.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Dienstleistungen im Bereich der Fotografie in den Einsatzgebieten Portrait und People,Rahmenvereinbarung mit mehreren Unternehmern,79960000 Dienstleistungen des fotografischen Gewerbes und zugehörige Leistungen,23,"1,00",19.11.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Fahrplanbearbeitungssystem FBS (Wartung und Lizenzen) 2023 bis 2028,iRFP e.K. Zentrale,72268000 Bereitstellung von Software,1,"89.903,80",13.11.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Smartbear Lizenz 2024,SoftwareONE Österreich GmbH Zentrale,72300000 Datendienste,1,"78.821,26",10.11.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Beratungsleistungen Unternehmensbewertung,Rahmenvereinbarung mit mehreren Unternehmern,79412000 Beratung im Bereich Finanzverwaltung,5,"1,00",07.11.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Beratungsleistungen Operations&Rail Technology,Rahmenvereinbarung mit mehreren Unternehmern,79900000 Veschiedene Dienstleistungen für Unternehmen und andere Dienstleistungen,7,"1,00",02.11.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,"Oberleitung > Oberleitungsmontage, -pfahlfundierung und Maststellgerät",,45234160 Fahrleitungsbauarbeiten,,,31.10.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Vorsorge für eine mögliche Wiederkehr des Betriebs von COVID-19 Teststraßen an ÖBB-Standorten,Rahmenvereinbarung mit mehreren Unternehmern,85140000 Diverse Dienstleistungen im Gesundheitswesen,2,"1,00",30.10.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Sanierung von Mineralölabscheider,"Kalcher Kanaltechnik GmbH Kanalsanierung, Entsorgung, Inspektion/Beprobung",90741000 Dienstleistungen im Zusammenhang mit Ölverschmutzungen,3,"281.474,61",30.10.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,"Markterkundung, Benchmarking und Ausschreibungsbegleitung",,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",,,27.10.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Maßnahmen Baumkataster (Oberösterreich),Rahmenvereinbarung mit mehreren Unternehmern,77211500 Baumpflege,4,"1,00",23.10.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Dienstleistungen in Form einer Pilotierung für eine Plattform für Strategisches Management - Pilotierung: Dienstleistungen - Plattform für Strategisches Management,EVOLUTIONIZER GmbH Zentrale,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",1,"98.500,00",10.10.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung von 24 Stunden Stühlen,,"39110000 Sitze, Stühle sowie Zubehörprodukte und -teile",,,09.10.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,RV aus RB Abruf W-Lan Routern der Busflotte,Unwired Networks GmbH Unwired,32260000 Datenübertragungsanlagen,1,"97.908,00",09.10.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Zerspanungswerkzeuge u. Stein- u. Hammerbohrer,,43132300 Bohrer,,,06.10.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Dienstleistungen im Bereich Legal Compliance,,79100000 Dienstleistungen im juristischen Bereich,,,04.10.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Brennstoffe und sonstige Dienstleistungen für Fahrzeuge,,09100000 Brennstoffe,,,04.10.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Elemente des Wegeleitsystem,,48813000 Passagierinformationssystem,,,03.10.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Plattform für digitales Coaching,,48000000 Softwarepaket und Informationssysteme,,,22.09.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung Antennen bahnspezifische Funkdienste und die Mobilfunkversorgung,,32352000 Antennen und Reflektoren,,,12.09.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Rahmenvereinbarung LXP (Learning Experience Plattform),Rahmenvereinbarung mit mehreren Unternehmern,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",5,"1,00",08.09.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,"Anlagenüberprüfung (Aufzüge, Fahrtreppen, Tür-, Tor- und Hebeanlagen)",,71630000 Technische Kontrolle und Tests,,,08.09.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Mittel zur Graffitientfernung von Schienenfahrzeugen,WG Salesmanagement GmbH WG Salesmanagement GmbH,"39000000 Möbel (einschließlich Büromöbel), Zubehör, Haushaltsgeräte (ausgenommen Beleuchtung) und Reinigungsmittel",2,"4.686.050,57",06.09.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Medien- und Kommunikationstraining,Rahmenvereinbarung mit mehreren Unternehmern,"79000000 Dienstleistungen für Unternehmen: Recht, Marketing, Consulting, Einstellungen, Druck und Sicherheit",3,"1,00",05.09.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,ASM Systemerhaltung und Weiterentwicklung,Funkwerk Systems GmbH Funkwerk Systems GmbH,32342400 Akustische Geräte,1,"5.843.373,94",05.09.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,IT-Kleinteile & Elektrokomponenten,Rahmenvereinbarung mit mehreren Unternehmern,"30000000 Maschinen, Material und Zubehör für Büro und Computer, außer Möbeln und Softwarepaketen",4,"1,00",05.09.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,IT-Dienstleistungen - Analyse & Delivery,XXX,72200000 Softwareprogrammierung und -beratung,1,"1,00",01.09.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,IT-Dienstleistungen - Analyse & Delivery,XXX,72200000 Softwareprogrammierung und -beratung,1,"1,00",01.09.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,IT-Dienstleistungen - Analyse & Delivery,XXX,72200000 Softwareprogrammierung und -beratung,1,"1,00",01.09.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Rollenvorrichtungen für Weichen - EINSTELLUNG per 25.08.2023,,34946200 Oberbaumaterial für Eisenbahnen,,,25.08.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Oberleitung > Deckenstromschienensystem (Lieferung),,34632300 Elektroinstallationen für den Eisenbahnverkehr,,,25.08.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,"Lieferung von Baubeschläge, Zylinderschlösser",,"44500000 Werkzeug, Schlösser, Schlüssel, Scharniere, Verbindungselemente, Ketten und Federn",,,24.08.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Digital Asset Management-System,CELUM GmbH CELUM GmbH,48000000 Softwarepaket und Informationssysteme,5,"736.967,80",23.08.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Transportmanagementsystem für Bahnlogistik,,72212100 Entwicklung von branchenspezifischer Software,,,23.08.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,"Arbeitsplatzsysteme (Stangen, Verbindungen u. Zubehör)",FM Systeme Förder- und Montagetechnik GmbH Zentrale Leitung Vertrieb,44163230 Rohrverbinder,2,"65.263,04",22.08.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,FME Lizenzen + Wartung und Geodatenmanagement,Rahmenvereinbarung mit mehreren Unternehmern,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",3,"1,00",21.08.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Content Management System für Digitale Infostele,PaxLife Innovations GmbH PaxLife Innovations GmbH,48000000 Softwarepaket und Informationssysteme,4,"2.883.005,00",16.08.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Digitale Infostele,Rahmenvereinbarung mit mehreren Unternehmern,"32000000 Rundfunk- und Fernsehgeräte, Kommunikations- und Fernmeldeanlagen und Zubehör",3,"1,00",16.08.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,InfoSec-DL - Security Architect Fahrzeuge,Rahmenvereinbarung mit mehreren Unternehmern,72200000 Softwareprogrammierung und -beratung,3,"1,00",09.08.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,IT-Dienstleistungen - Analyse & Delivery,XXX,72200000 Softwareprogrammierung und -beratung,1,"1,00",09.08.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Semantische Netze,Rahmenvereinbarung mit mehreren Unternehmern,"48460000 Softwarepaket für Analyse-, Wissenschafts-, Mathematik- oder Prognosezwecke",1,"1,00",08.08.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Erhaltungsvertrag für FIS Komponenten,Televic Rail GmbH Zentrale,31712117 Baugruppen aus integrierten Schaltungen,1,"6.678.772,26",07.08.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,IT-Dienstleistungen - Analyse & Delivery,XXX,72200000 Softwareprogrammierung und -beratung,1,"1,00",04.08.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,IT-Dienstleistungen - Analyse & Delivery,XXX,72200000 Softwareprogrammierung und -beratung,1,"1,00",02.08.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Trink- und Heizungswasseruntersuchung,DWT-Dienstleistung Wassertechnik GmbH Wassertechnik,50000000 Reparatur- und Wartungsdienste,3,"461.410,00",01.08.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,"ARP Standardsoftware für Fahrzeug-, Schicht- und Einsatzplanung",Rahmenvereinbarung mit mehreren Unternehmern,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",5,"1,00",24.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung von Lounge- sowie sonstigen Möbeln,Sedus Stoll Ges.m.b.H Vertrieb Österreich,39130000 Büromöbel,4,"172.455,00",21.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung von Lounge- sowie sonstigen Möbeln,BRAUN Lockenhaus GesmbH Möblierung,39130000 Büromöbel,4,"11.736,00",21.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung von Büromöbeln,Rahmenvereinbarung mit mehreren Unternehmern,39130000 Büromöbel,2,"1,00",18.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Maßnahmen Baumkataster (Gesamt Österreich),Rahmenvereinbarung mit mehreren Unternehmern,77211500 Baumpflege,8,"1,00",18.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Bewerber:innen-Management-System AddOns sowie im Zusammenhang stehende Dienstleistungen und Services,Rahmenvereinbarung mit mehreren Unternehmern,48100000 Branchenspezifisches Softwarepaket,4,"1,00",18.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Kopierpapier 2/2023,Europapier Austria GmbH Europapier Office Papers,30197630 Druckpapier,2,"102.791,34",17.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Miete und Wartung von Luftbefeuchter,,39811200 Luftreiniger,,,14.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,HACCP Digitalisierung,Rieber Austria GmbH Großküchenaustattung,48000000 Softwarepaket und Informationssysteme,3,"104.477,20",11.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Subscription der SAP SuccessFactors HXM Suite inkl. sämtlicher im Zusammenhang stehender Services,Rahmenvereinbarung mit mehreren Unternehmern,48000000 Softwarepaket und Informationssysteme,5,"1,00",11.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,RV Grundlegende Charakterisierung von Abfällen,blp GeoServices GmbH Zentrale,71319000 Gutachterische Tätigkeit,9,"5.370.574,00",11.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,RV Grundlegende Charakterisierung von Abfällen,Saubermacher Dienstleistungs AG clug Trofaiach,71319000 Gutachterische Tätigkeit,9,"1.379.936,98",11.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,RV Grundlegende Charakterisierung von Abfällen,MAPAG Materialprüfung G.m.b.H. Baustoffuntersuchung und Umweltanalytik,71319000 Gutachterische Tätigkeit,9,"8.899.517,00",11.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,RV Grundlegende Charakterisierung von Abfällen,wpa Beratende Ingenieure Tirol GmbH wpa Beratende Ingenieure Tirol GmbH,71319000 Gutachterische Tätigkeit,9,"2.579.636,20",11.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,RV Grundlegende Charakterisierung von Abfällen,wpa Beratende Ingenieure GmbH Standort Dornbirn,71319000 Gutachterische Tätigkeit,9,"1.685.607,35",11.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,"Dienstleistungen für Implementierung, Beratung u. laufende Unterstützung für SAP SuccessFactors HXM",Rahmenvereinbarung mit mehreren Unternehmern,72227000 Beratung im Bereich Software-Integration,5,"1,00",11.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Rahmenverträge für Gleis- und Weichenbau - Fahrweginstandhaltung im gesamten Streckennetz der ÖBB-Infrastruktur AG,Bietergemeinschaft bestehend aus: PORR Bau GmbH Bahnbau - Österreich;STRABAG AG Bahnbau Österreich (Oberbau),45234100 Bauarbeiten für Eisenbahnlinien,4,"41.074.000,00",11.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Rahmenverträge für Gleis- und Weichenbau - Fahrweginstandhaltung im gesamten Streckennetz der ÖBB-Infrastruktur AG,Rhomberg Gleisbau GmbH Zentrale,45234100 Bauarbeiten für Eisenbahnlinien,4,"40.893.000,00",11.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Rahmenverträge für Gleis- und Weichenbau - Fahrweginstandhaltung im gesamten Streckennetz der ÖBB-Infrastruktur AG,Bietergemeinschaft bestehend aus: Bahnbau Wels GmbH Geschäftsleitung;Swietelsky AG Bahnbau Wien,45234100 Bauarbeiten für Eisenbahnlinien,4,"65.150.000,00",11.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Rahmenverträge für Gleis- und Weichenbau - Fahrweginstandhaltung im gesamten Streckennetz der ÖBB-Infrastruktur AG,Universale Bau GmbH Abteilung Bahnbau,45234100 Bauarbeiten für Eisenbahnlinien,4,"22.566.000,00",11.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,IOB Ausschreibung 2023 (Internet On Board),,32424000 Netzwerkinfrastruktur,,,07.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,IT-Dienstleistungen im SAP-Umfeld,,72200000 Softwareprogrammierung und -beratung,,,07.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Registrierkassen und Abholstationen - Registrierkassen und Abholstationen,ventopay gmbh office,30142000 Abrechnungsmaschinen und Registrierkassen,5,"514.530,00",04.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Virtuelle Beschaffungsassistenz,"""System Software Consult/R"" EDV- Beratungs- und Dienstleistungs GmbH System Software Consult/R EDV- Beratungs- und Dienstleistungs GmbH","72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",1,"9.187.122,00",03.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Beschaffung der Wartung und Ersatzteile für E-Paper-System - E-Paper-System Wartung und Ersatzteile,next:urban technologies GmbH next:urban technologies GmbH,31711200 Elektronische Anzeigen,1,"274.801,00",03.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Personalberatung für eisenbahnspezifische Berufe und Postbus-Lenker:innen,,79620000 Überlassung von Personal einschließlich Zeitarbeitskräfte,,,03.07.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Planung und Durchführung der Montage von Funksystemen an Funkstandorten der ÖBB Bahnstrecken bzw. Bahntunnel,,45232330 Errichtung von Antennen,,,26.06.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Rahmenvereinbarung RCL-ES Abfallwirtschaftsplattform,ONTEC AG Zentrale,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",1,"1.541.700,00",20.06.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Techn. Business Analyse/Programmierunterstützung bei den Prozessumsetzungen von „Process2Design“,EASY SOFTWARE GmbH PCM Human Capital Management,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",1,"95.062,50",19.06.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Aluprofile,Kloeckner Metals Austria GmbH & Co KG Verkauf,44316400 Metallwaren,1,"81.742,00",13.06.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Schweißzusatzwerkstoffe,Zultner Metall GmbH Zentrale,44315200 Schweißwerkstoffe,3,"1.358.265,94",13.06.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Schweißzusatzwerkstoffe,WELD-TEC Schweiss- und Schneidtechnik GmbH Zentrale,44315200 Schweißwerkstoffe,3,"897.115,06",13.06.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Trenn- und Schleifscheiben,XXX,14810000 Schleifmittel,4,"1,00",12.06.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,EUR-Paletten und Tauschrahmen aus Holz,"gottschligg packaging GmbH Großhandel mit sonstigen Maschinen und Ausrüstungen (beinhaltet: Verpackungen, technisch)",44143000 Paletten,2,"536.173,00",12.06.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Reinigungsleistungen im ÖBB-Konzern (Unterhaltsreinigung österreichweit),Rahmenvereinbarung mit mehreren Unternehmern,"90911000 Wohnungs-, Gebäude- und Fensterreinigung",14,"1,00",09.06.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Vorsorge für eine mögliche Wiederkehr des Betriebs von COVID-19 Teststraßen an ÖBB-Standorten,,85140000 Diverse Dienstleistungen im Gesundheitswesen,,,05.06.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Panoramasystem 2023,EMBED-IT GmbH IT-Dienstleistungen und EDV-Lösungen,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",1,"78.860,50",02.06.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Rahmenvereinbarung WebGIS Lizenzen,VertiGIS GmbH Standort Wien,48000000 Softwarepaket und Informationssysteme,1,"261.375,00",01.06.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Beratungsleistungen im Bereich Nachhaltigkeit / Umwelt / Energieeffizienz,Rahmenvereinbarung mit mehreren Unternehmern,79400000 Unternehmens- und Managementberatung und zugehörige Dienste,2,"1,00",01.06.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Oberleitung > Oberleitungsmastpfahlfundierungen und Oberleitungsmaststellarbeiten,,45262211 Pfahlrammung,,,01.06.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Oberleitung > Oberleitungsmontagearbeiten,,45234160 Fahrleitungsbauarbeiten,,,01.06.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung Iridium GO,Türkott Multitechnik Haus- und Kommunikationstechnik Gesellschaft m.b.H. Geschäftsführung,32531000 Ausrüstung für Satelliten-Nachrichtenübertragung,1,"87.194,46",26.05.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Türumbau (barrierefrei) ÖBB-Unternehmenszentrale,Rahmenvereinbarung mit mehreren Unternehmern,42961100 Zugangskontrollsystem,2,"1,00",24.05.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Rahmenvereinbarung Digitalisierung Fuhrparkmanagement,Rahmenvereinbarung mit mehreren Unternehmern,48000000 Softwarepaket und Informationssysteme,4,"1,00",23.05.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Beratungsleistungen Organisation,Rahmenvereinbarung mit mehreren Unternehmern,"79000000 Dienstleistungen für Unternehmen: Recht, Marketing, Consulting, Einstellungen, Druck und Sicherheit",3,"1,00",23.05.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Mietputztücher und Ölauffangmatten,MEWA Textil-Service GmbH Geschäftsführer,90917000 Reinigung von Transportmitteln,2,"683.177,01",22.05.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,"Reinigungsleistungen im ÖBB-Konzern (Unterhaltsreinigung österreichweit) Lose 1, 4, 5, 9, 14, 16, 17, 19, 20, 21, 22, 23, 25, 30, 31, 32, 33, 35",Rahmenvereinbarung mit mehreren Unternehmern,"90911000 Wohnungs-, Gebäude- und Fensterreinigung",14,"1,00",09.05.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Zubehör u. Verbrauchsmaterial für Hilti-Werkzeuge,Hilti Austria Gesellschaft m.b.H Zentrale,42670000 Teile und Zubehör für Werkzeugmaschinen,1,"954.970,00",08.05.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung von Büromöbeln - Erneuter Aufruf zum Wettbewerb,Neudoerfler Office Systems GmbH Geschäftsstelle Innsbruck,39130000 Büromöbel,1,"5.085.155,17",08.05.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Aris & WebMethods Dienstleistungen - Aris & WebMethods Dienstleistungen,,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",,,03.05.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Dienstleistungen => Gutachterleistungen für Eisenbahnsicherungstechnik,,71319000 Gutachterische Tätigkeit,,,03.05.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Trink- und Heizungswasseruntersuchung,,50000000 Reparatur- und Wartungsdienste,,,27.04.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung von Telefon- und Meetingboxen,Sedus Stoll Ges.m.b.H Vertrieb Österreich,39153000 Möbel für Konferenzräume,5,"1.221.530,00",25.04.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Gehörschutz angepasst,Audio lab Austria GmbH Gehörschutz Vertrieb Innendienst,18143000 Schutzkleidung,1,"118.740,60",24.04.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,"Lizenzen, Implementierung sowie Wartung einer DCIM Software",Nlyte Software – a Carrier Company Nlyte Software –   a Carrier Company,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",1,"98.993,00",24.04.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Rahmenverträge für Gleis- und Weichenbau - Rotierendes Reprofilieren und Entgraten von Schienen im gesamten Netz der ÖBB-Infrastruktur AG,Goldschmidt Thermit Railservice (Österreich) GmbH GTR Österreich,45234100 Bauarbeiten für Eisenbahnlinien,1,"4.938.700,00",20.04.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung von Aspen,ASPEN-Produkte Handels-GmbH ASPEN-Produkte Handels-GmbH,09132000 Benzin,2,"83.925,90",19.04.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Böschungspflege u. Grünraummanagement,Rahmenvereinbarung mit mehreren Unternehmern,77200000 Dienstleistungen in der Forstwirtschaft,9,"1,00",12.04.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Beratungsleistungen operative Unternehmensführung,Rahmenvereinbarung mit mehreren Unternehmern,"79000000 Dienstleistungen für Unternehmen: Recht, Marketing, Consulting, Einstellungen, Druck und Sicherheit",5,"1,00",12.04.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung von Stahlgittermasten und Konstruktionen für Bahnstromleitungen,,44212224 Freileitungsmasten,,,07.04.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,AdBlue im Tankwagen + IBC in Region West zugestellt,Rahmenvereinbarung mit mehreren Unternehmern,09100000 Brennstoffe,2,"1,00",07.04.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Fotografie,,79960000 Dienstleistungen des fotografischen Gewerbes und zugehörige Leistungen,,,06.04.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,XXX,09134220 Dieselkraftstoff (EN 590),7,"1,00",01.04.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,XXX,09134220 Dieselkraftstoff (EN 590),7,"1,00",01.04.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,XXX,09134220 Dieselkraftstoff (EN 590),7,"1,00",01.04.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,XXX,09134220 Dieselkraftstoff (EN 590),7,"1,00",01.04.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,XXX,09134220 Dieselkraftstoff (EN 590),7,"1,00",01.04.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,XXX,09134220 Dieselkraftstoff (EN 590),7,"1,00",01.04.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,"Schnittholz (Fichte, Tanne, Kiefer und Lärche)",Wallner Holzhandel GmbH Wallner Holzhandel GmbH,03411000 Nadelholz,3,"127.582,40",28.03.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,"Rahmenvertrag über die Lieferung, Errichtung, Betrieb und Instandhaltung von E-Ladeinfrastruktur",SMATRICS Vertrieb,31681500 Aufladegeräte,2,"47.481.153,51",28.03.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Wartungsverlängerung und Subskription CSMon,BF-ONE GmbH BF-ONE GmbH,48000000 Softwarepaket und Informationssysteme,1,"300.961,46",27.03.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Honda Stromerzeuger,Sandra Kaiser Zentrale,31121000 Stromerzeugungsaggregate,1,"65.307,44",27.03.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Erbringung von Dienstleistungen im Bereich der ISMS/ISO 27001,"SEC4YOU Advanced IT-Audit Services GmbH IT-Audits, Informationssicherheitsberatung","72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",1,"84.286,00",24.03.2023
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,6kt-HV-Verschraubung,Kellner & Kunz AG Niederlassung Wien,44530000 Verbindungselemente,2,"99.934,10",24.03.2023
